,Scenario,Year,Groups,PM2.5 Exposure,NOx Exposure,SO2 Exposure
5,F: 100% RE 2050 Mandate,2026,$125k-$150k,0.7096369310153228,0.7965117009224503,0.41553908209022977
6,F: 100% RE 2050 Mandate,2026,>$150k,0.670714794597523,0.8196897104359705,0.33119419130972194
0,F: 100% RE 2050 Mandate,2030,<$25k,0.5484004571285689,0.5909727926150423,0.4498914562711634
1,F: 100% RE 2050 Mandate,2030,$25k-$50k,0.5357540108373856,0.5068290922684132,0.4027214937748528
2,F: 100% RE 2050 Mandate,2030,$50k-$75k,0.48881011195643576,0.4964145112457752,0.38569851089788254
3,F: 100% RE 2050 Mandate,2030,$75k-$100k,0.43242190555830246,0.4949781748510323,0.3299248258336114
4,F: 100% RE 2050 Mandate,2030,$100k-$125k,0.4276430148180445,0.5256965707561022,0.29377287654690665
5,F: 100% RE 2050 Mandate,2030,$125k-$150k,0.47259961395245714,0.5672364453258695,0.2909428564103402
6,F: 100% RE 2050 Mandate,2030,>$150k,0.4399207616276113,0.5791670032276327,0.2228108322556354
0,F: 100% RE 2050 Mandate,2035,<$25k,0.256141392847291,0.31032139261614433,0.20233699337048203
1,F: 100% RE 2050 Mandate,2035,$25k-$50k,0.2530098110151797,0.26816471776331513,0.1850982009756095
2,F: 100% RE 2050 Mandate,2035,$50k-$75k,0.229759937697198,0.26283300611721505,0.17837041120540933
3,F: 100% RE 2050 Mandate,2035,$75k-$100k,0.2042643937828315,0.26847624189646857,0.16202335875374171
4,F: 100% RE 2050 Mandate,2035,$100k-$125k,0.19916743022782252,0.28540370834854256,0.14486253988707776
5,F: 100% RE 2050 Mandate,2035,$125k-$150k,0.21579468296535056,0.30432854373750406,0.14065083654102375
6,F: 100% RE 2050 Mandate,2035,>$150k,0.19677945797386415,0.31058200437729583,0.10586913309921524
0,F: 100% RE 2050 Mandate,2040,<$25k,0.08681332171135096,0.13640724556934222,0.07177821031427507
1,F: 100% RE 2050 Mandate,2040,$25k-$50k,0.08707061137507664,0.11881026948497328,0.06651515430132045
2,F: 100% RE 2050 Mandate,2040,$50k-$75k,0.084014351313218,0.12060964150700534,0.06935692470825285
3,F: 100% RE 2050 Mandate,2040,$75k-$100k,0.07730552214199,0.12784651921762621,0.06756567655145947
4,F: 100% RE 2050 Mandate,2040,$100k-$125k,0.07413968316532372,0.1351530433560653,0.05801091921418389
5,F: 100% RE 2050 Mandate,2040,$125k-$150k,0.07736613312224613,0.14125376395576014,0.053554287638254566
6,F: 100% RE 2050 Mandate,2040,>$150k,0.06952238573459167,0.14378665949650868,0.03578009130700262
0,F: 100% RE 2050 Mandate,2045,<$25k,0.02642634476177838,0.06303956668483854,0.019194880790719772
1,F: 100% RE 2050 Mandate,2045,$25k-$50k,0.026060121538465403,0.05338412070504381,0.017585419208701256
2,F: 100% RE 2050 Mandate,2045,$50k-$75k,0.02649619617476976,0.05525599449123672,0.019899227024037285
3,F: 100% RE 2050 Mandate,2045,$75k-$100k,0.02586685915476463,0.06168667385206299,0.021631962216226253
4,F: 100% RE 2050 Mandate,2045,$100k-$125k,0.025826922135911697,0.06881254104100623,0.01937166164392717
5,F: 100% RE 2050 Mandate,2045,$125k-$150k,0.02706650210817759,0.07424687904513731,0.017153752131292346
6,F: 100% RE 2050 Mandate,2045,>$150k,0.025343590492903245,0.07887399817332436,0.014301503301130681
0,F: 100% RE 2050 Mandate,2050,<$25k,0.001378129820408837,2.924471814899895e-15,0.00045699135123208835
1,F: 100% RE 2050 Mandate,2050,$25k-$50k,0.0015993979563893354,4.3345430967570085e-15,0.0005360655392951949
2,F: 100% RE 2050 Mandate,2050,$50k-$75k,0.0013278742193724943,5.547868109254439e-15,0.0004811320300374628
3,F: 100% RE 2050 Mandate,2050,$75k-$100k,0.0012350095542715382,4.967657065194438e-15,0.0004895995834641437
4,F: 100% RE 2050 Mandate,2050,$100k-$125k,0.0011531630344874984,3.3555738022905317e-15,0.0004719755469586903
5,F: 100% RE 2050 Mandate,2050,$125k-$150k,0.0009678447170714922,3.5306083380816905e-15,0.00038517772899931507
6,F: 100% RE 2050 Mandate,2050,>$150k,0.0010027491084511385,2.395156601453619e-15,0.00045802690046125097
0,G: Low Carbon 2035 Mandate,2020,<$25k,1.0088538438745667,1.0394624181530037,0.8422574088152572
1,G: Low Carbon 2035 Mandate,2020,$25k-$50k,0.9903548536788342,0.8981430011808392,0.7630042114378716
2,G: Low Carbon 2035 Mandate,2020,$50k-$75k,0.9293067330667261,0.8931149473652832,0.7423032700783514
3,G: Low Carbon 2035 Mandate,2020,$75k-$100k,0.8474453611894205,0.9016490547782754,0.649593121296105
4,G: Low Carbon 2035 Mandate,2020,$100k-$125k,0.8639220996186489,0.9701549663883223,0.6029920538800941
5,G: Low Carbon 2035 Mandate,2020,$125k-$150k,0.9837233043212853,1.066910397385551,0.6356716696815287
6,G: Low Carbon 2035 Mandate,2020,>$150k,0.9372179146743443,1.1027529491050254,0.5425255161460563
0,G: Low Carbon 2035 Mandate,2026,<$25k,0.7945097181208945,0.8216322955598145,0.6584305947781238
1,G: Low Carbon 2035 Mandate,2026,$25k-$50k,0.7702932960816292,0.6999025354978358,0.5843861972055837
2,G: Low Carbon 2035 Mandate,2026,$50k-$75k,0.7049851152516317,0.687733936813514,0.5581747339081482
3,G: Low Carbon 2035 Mandate,2026,$75k-$100k,0.6219638033594473,0.6817140777687072,0.46435770504058116
4,G: Low Carbon 2035 Mandate,2026,$100k-$125k,0.6129059611717522,0.720390589160801,0.39774829651897653
5,G: Low Carbon 2035 Mandate,2026,$125k-$150k,0.6797251840624787,0.7782942194594499,0.38503589345520384
6,G: Low Carbon 2035 Mandate,2026,>$150k,0.6418316476262833,0.7988229049811016,0.2995379834241176
0,G: Low Carbon 2035 Mandate,2030,<$25k,0.1975601297172968,0.25885125928189084,0.1509159980376257
1,G: Low Carbon 2035 Mandate,2030,$25k-$50k,0.19563168052362967,0.22406907894844322,0.13885416110936238
2,G: Low Carbon 2035 Mandate,2030,$50k-$75k,0.18027241066732866,0.22142386369125444,0.13519025929051107
3,G: Low Carbon 2035 Mandate,2030,$75k-$100k,0.1621550294180767,0.22894817976143855,0.12240643460529943
4,G: Low Carbon 2035 Mandate,2030,$100k-$125k,0.1597219240844027,0.24679372483548723,0.10887604596014352
5,G: Low Carbon 2035 Mandate,2030,$125k-$150k,0.17318305954241897,0.26534025164239694,0.10275352209167868
6,G: Low Carbon 2035 Mandate,2030,>$150k,0.15851042279151892,0.2710151060047693,0.07779350408280958
0,G: Low Carbon 2035 Mandate,2035,<$25k,0.017636657026661607,0.06078282332210086,0.006160191563595323
1,G: Low Carbon 2035 Mandate,2035,$25k-$50k,0.01774704177809184,0.05522514066788616,0.00583264032750441
2,G: Low Carbon 2035 Mandate,2035,$50k-$75k,0.015933721719482624,0.05089869995476326,0.0055310051312933315
3,G: Low Carbon 2035 Mandate,2035,$75k-$100k,0.01550166969466983,0.05294550523832355,0.005607980493032866
4,G: Low Carbon 2035 Mandate,2035,$100k-$125k,0.016246750562027564,0.05781019823040267,0.005818420774390605
5,G: Low Carbon 2035 Mandate,2035,$125k-$150k,0.01764093692838975,0.06144382479196555,0.006137882822730783
6,G: Low Carbon 2035 Mandate,2035,>$150k,0.015588151946984244,0.061724255476340216,0.0056255086612763345
0,G: Low Carbon 2035 Mandate,2040,<$25k,0.01963273657348515,0.06938425645859256,0.007176505165555787
1,G: Low Carbon 2035 Mandate,2040,$25k-$50k,0.019221551759855834,0.06138091162124051,0.006444846413561486
2,G: Low Carbon 2035 Mandate,2040,$50k-$75k,0.01764836781381568,0.05768346297748978,0.006189435362232895
3,G: Low Carbon 2035 Mandate,2040,$75k-$100k,0.017384662293883937,0.060851622840435216,0.0063633086405000825
4,G: Low Carbon 2035 Mandate,2040,$100k-$125k,0.018628121936285394,0.0674862705003928,0.006750472066637502
5,G: Low Carbon 2035 Mandate,2040,$125k-$150k,0.021257646753991142,0.07412836063615792,0.007500712394810891
6,G: Low Carbon 2035 Mandate,2040,>$150k,0.018130091647613505,0.07330581139211459,0.006677453148531004
0,G: Low Carbon 2035 Mandate,2045,<$25k,0.018423068619846654,0.06548877062001064,0.006653804487933631
1,G: Low Carbon 2035 Mandate,2045,$25k-$50k,0.01822239411987254,0.05862358512906224,0.00606905509180517
2,G: Low Carbon 2035 Mandate,2045,$50k-$75k,0.01658537914961404,0.05461919637614009,0.0057717535550032605
3,G: Low Carbon 2035 Mandate,2045,$75k-$100k,0.0163635138111204,0.05748643612515389,0.005985623998849123
4,G: Low Carbon 2035 Mandate,2045,$100k-$125k,0.017694815258473096,0.06394570935468703,0.006444954615764803
5,G: Low Carbon 2035 Mandate,2045,$125k-$150k,0.02054508134586327,0.07106662306224983,0.0072740709799025485
6,G: Low Carbon 2035 Mandate,2045,>$150k,0.017093023824259656,0.06937721441081507,0.006363092860341373
0,G: Low Carbon 2035 Mandate,2050,<$25k,0.01707295584089323,0.06055452424271224,0.006132673501434857
1,G: Low Carbon 2035 Mandate,2050,$25k-$50k,0.01699926458447626,0.05445436238757537,0.005653877721234345
2,G: Low Carbon 2035 Mandate,2050,$50k-$75k,0.015445602026940194,0.05069244795377721,0.005392736876083591
3,G: Low Carbon 2035 Mandate,2050,$75k-$100k,0.015267669095285307,0.05334969096010578,0.005629720208398151
4,G: Low Carbon 2035 Mandate,2050,$100k-$125k,0.016454081997714313,0.05915553962948317,0.006056540151580874
5,G: Low Carbon 2035 Mandate,2050,$125k-$150k,0.018984383899513988,0.06548698669164384,0.006767628771044174
6,G: Low Carbon 2035 Mandate,2050,>$150k,0.015796836239116218,0.06378473988440064,0.005919194670679269
0,H: Low Carbon 2050 Mandate,2020,<$25k,1.008853843530144,1.0394624181530037,0.8422574086123397
1,H: Low Carbon 2050 Mandate,2020,$25k-$50k,0.9903548532420332,0.8981430011808392,0.7630042111126
2,H: Low Carbon 2050 Mandate,2020,$50k-$75k,0.9293067326726454,0.8931149473652832,0.7423032699606986
3,H: Low Carbon 2050 Mandate,2020,$75k-$100k,0.8474453607741266,0.9016490547782754,0.6495931212402976
4,H: Low Carbon 2050 Mandate,2020,$100k-$125k,0.8639220990677143,0.9701549663883223,0.6029920538190957
5,H: Low Carbon 2050 Mandate,2020,$125k-$150k,0.9837233034862789,1.066910397385551,0.6356716695973829
6,H: Low Carbon 2050 Mandate,2020,>$150k,0.9372179137904408,1.1027529491050254,0.5425255160526609
0,H: Low Carbon 2050 Mandate,2026,<$25k,1.0616253975851473,1.0781917095514786,0.8698087366378849
1,H: Low Carbon 2050 Mandate,2026,$25k-$50k,1.0380962183555162,0.9278018081230791,0.7837457669244541
2,H: Low Carbon 2050 Mandate,2026,$50k-$75k,0.9598828571749523,0.9113434835332882,0.7504124130690102
3,H: Low Carbon 2050 Mandate,2026,$75k-$100k,0.8642485949487759,0.9090583807591032,0.6432660046848155
4,H: Low Carbon 2050 Mandate,2026,$100k-$125k,0.8750797155302218,0.975337752986907,0.5907082112761266
5,H: Low Carbon 2050 Mandate,2026,$125k-$150k,0.9962906487596563,1.0787777330136188,0.6226986653218632
6,H: Low Carbon 2050 Mandate,2026,>$150k,0.9439048848690672,1.1110082084613544,0.5341355319535973
0,H: Low Carbon 2050 Mandate,2030,<$25k,0.9578478088102158,0.9777396117260488,0.7860140327192056
1,H: Low Carbon 2050 Mandate,2030,$25k-$50k,0.9306877191298476,0.835219313920752,0.7021134605371895
2,H: Low Carbon 2050 Mandate,2030,$50k-$75k,0.8591456088809432,0.8214325590160055,0.6739112770257546
3,H: Low Carbon 2050 Mandate,2030,$75k-$100k,0.7645988287163697,0.8140403111687948,0.5667692599827687
4,H: Low Carbon 2050 Mandate,2030,$100k-$125k,0.7632616135665643,0.865576679824139,0.5011789758226519
5,H: Low Carbon 2050 Mandate,2030,$125k-$150k,0.8585821180289752,0.948468487060356,0.5076464732135306
6,H: Low Carbon 2050 Mandate,2030,>$150k,0.8110933921085812,0.9736169510468321,0.41764661307963313
0,H: Low Carbon 2050 Mandate,2035,<$25k,0.6268856400785312,0.6633549377026315,0.5107797547995258
1,H: Low Carbon 2050 Mandate,2035,$25k-$50k,0.6131645701198275,0.5691605703226686,0.4585058802304393
2,H: Low Carbon 2050 Mandate,2035,$50k-$75k,0.5541830662094598,0.5533631858549358,0.4350176475659511
3,H: Low Carbon 2050 Mandate,2035,$75k-$100k,0.4840614719035908,0.5474807360201019,0.3657852781730032
4,H: Low Carbon 2050 Mandate,2035,$100k-$125k,0.4709458035278845,0.576270156829998,0.31195189484146224
5,H: Low Carbon 2050 Mandate,2035,$125k-$150k,0.5189280704975135,0.6235080641975689,0.3007434228947856
6,H: Low Carbon 2050 Mandate,2035,>$150k,0.4813479649012684,0.6323118507787798,0.2301403320716825
0,H: Low Carbon 2050 Mandate,2040,<$25k,0.2672362381916514,0.32391876198762637,0.20588139603014033
1,H: Low Carbon 2050 Mandate,2040,$25k-$50k,0.26440036640460385,0.2807263390362978,0.18892282378512745
2,H: Low Carbon 2050 Mandate,2040,$50k-$75k,0.23922196695750747,0.2729756613458762,0.18211106099205282
3,H: Low Carbon 2050 Mandate,2040,$75k-$100k,0.21175898881768132,0.2776941538717932,0.16495150822273227
4,H: Low Carbon 2050 Mandate,2040,$100k-$125k,0.2049171934315588,0.29462788340083207,0.14403611313382964
5,H: Low Carbon 2050 Mandate,2040,$125k-$150k,0.21906520817748523,0.3144654392546629,0.13273864655211007
6,H: Low Carbon 2050 Mandate,2040,>$150k,0.19848087004022708,0.3166815938285893,0.09997986199518547
0,H: Low Carbon 2050 Mandate,2045,<$25k,0.06915677083660446,0.11326499359512633,0.055134328232843755
1,H: Low Carbon 2050 Mandate,2045,$25k-$50k,0.06868262647984244,0.09867023896386531,0.0514572154679237
2,H: Low Carbon 2050 Mandate,2045,$50k-$75k,0.06785196027734544,0.10133062498114033,0.05594136952311219
3,H: Low Carbon 2050 Mandate,2045,$75k-$100k,0.06340414547898396,0.10939795031934937,0.05625856076486637
4,H: Low Carbon 2050 Mandate,2045,$100k-$125k,0.06141112738206596,0.1176831242682398,0.04755525143852318
5,H: Low Carbon 2050 Mandate,2045,$125k-$150k,0.06489467205285436,0.12601525573947023,0.04168418707180617
6,H: Low Carbon 2050 Mandate,2045,>$150k,0.05701336181401326,0.12607930939121773,0.02730885413700715
0,H: Low Carbon 2050 Mandate,2050,<$25k,0.010784540874312293,0.0366359356719881,0.003709559883384287
1,H: Low Carbon 2050 Mandate,2050,$25k-$50k,0.010788417618175585,0.03309448926001979,0.0034564260558058208
2,H: Low Carbon 2050 Mandate,2050,$50k-$75k,0.009411740533718288,0.029587678348472563,0.003188655506510112
3,H: Low Carbon 2050 Mandate,2050,$75k-$100k,0.008926508977280187,0.029875592933335887,0.003230617647790122
4,H: Low Carbon 2050 Mandate,2050,$100k-$125k,0.009356751217073987,0.032410167291754124,0.0034075180741903388
5,H: Low Carbon 2050 Mandate,2050,$125k-$150k,0.010654338473729902,0.035715430443095976,0.003790453411485637
6,H: Low Carbon 2050 Mandate,2050,>$150k,0.008889746226000398,0.034825184221838494,0.003363117269781318
