,Scenario,Year,Groups,PM2.5 Exposure,NOx Exposure,SO2 Exposure
3,G: Low Carbon 2035 Mandate,2030,30-50%,0.17314487037231796,0.22937120819225268,0.13020950116111316
4,G: Low Carbon 2035 Mandate,2030,50-70%,0.18777462636258233,0.2579460026878122,0.15080197895694228
5,G: Low Carbon 2035 Mandate,2030,70-100%,0.2238912182009299,0.25891990446214336,0.18597233702006002
0,G: Low Carbon 2035 Mandate,2035,0-10%,0.015893612450781254,0.05319528627199426,0.005570533550344856
1,G: Low Carbon 2035 Mandate,2035,10-20%,0.01683322027569903,0.05215879123837325,0.005548485618513838
2,G: Low Carbon 2035 Mandate,2035,20-30%,0.01810013132751808,0.05699290471834032,0.006071499317154207
3,G: Low Carbon 2035 Mandate,2035,30-50%,0.017330736986142927,0.058723505320962564,0.006268615248998371
4,G: Low Carbon 2035 Mandate,2035,50-70%,0.016793538602926008,0.05925414655805396,0.006136895051884095
5,G: Low Carbon 2035 Mandate,2035,70-100%,0.01190208236595949,0.040659116258863995,0.004059503660053954
0,G: Low Carbon 2035 Mandate,2040,0-10%,0.017922876053254985,0.06119551145260416,0.0063739428462092716
1,G: Low Carbon 2035 Mandate,2040,10-20%,0.018417258414801782,0.058406524862616764,0.006141142615169461
2,G: Low Carbon 2035 Mandate,2040,20-30%,0.019533290716584526,0.06334411665694838,0.006680567187425742
3,G: Low Carbon 2035 Mandate,2040,30-50%,0.01892487687999095,0.06629497774180551,0.007051799885630986
4,G: Low Carbon 2035 Mandate,2040,50-70%,0.018770364604040163,0.06814597504773214,0.007127521284168426
5,G: Low Carbon 2035 Mandate,2040,70-100%,0.014459339280995008,0.049556769464417026,0.005138295486519902
0,G: Low Carbon 2035 Mandate,2045,0-10%,0.01677330956407273,0.05757996232487609,0.005931603426542258
1,G: Low Carbon 2035 Mandate,2045,10-20%,0.01745343900867315,0.0557020981277383,0.005776435649751454
2,G: Low Carbon 2035 Mandate,2045,20-30%,0.01866978849801369,0.060897314969273614,0.0063746129919473385
3,G: Low Carbon 2035 Mandate,2045,30-50%,0.018026403290505904,0.06352183751121723,0.006720937275181769
4,G: Low Carbon 2035 Mandate,2045,50-70%,0.017422937373748414,0.0637200041092357,0.006500789287980419
5,G: Low Carbon 2035 Mandate,2045,70-100%,0.012936021793406213,0.0454852056639946,0.0043483009682342205
0,G: Low Carbon 2035 Mandate,2050,0-10%,0.01560256630790338,0.05333361174788343,0.005536845605173219
1,G: Low Carbon 2035 Mandate,2050,10-20%,0.016271434433461723,0.05173274198231545,0.005394347202881719
2,G: Low Carbon 2035 Mandate,2050,20-30%,0.017428476161631443,0.056597465218524885,0.0059587351554465685
3,G: Low Carbon 2035 Mandate,2050,30-50%,0.016807474847325587,0.05896705923914699,0.006286189860334737
4,G: Low Carbon 2035 Mandate,2050,50-70%,0.016133252439910647,0.05883614602693079,0.005984331906858819
5,G: Low Carbon 2035 Mandate,2050,70-100%,0.012008556941291994,0.042228222356417135,0.003972911188267955
0,H: Low Carbon 2050 Mandate,2020,0-10%,0.9523704975243723,0.9658506975397445,0.7430460531539329
1,H: Low Carbon 2050 Mandate,2020,10-20%,0.9461381903791307,0.8661012839343741,0.7187752469136323
2,H: Low Carbon 2050 Mandate,2020,20-30%,0.9328344360785867,0.8662060037747323,0.69389651848109
3,H: Low Carbon 2050 Mandate,2020,30-50%,0.8825666761104198,0.9050426734277669,0.7183997635265132
4,H: Low Carbon 2050 Mandate,2020,50-70%,0.9757903078593237,1.0434482726041052,0.8440525756827731
5,H: Low Carbon 2050 Mandate,2020,70-100%,1.1999410477388894,1.1514621812884767,1.123150622183166
0,H: Low Carbon 2050 Mandate,2026,0-10%,0.9754724016383003,0.9793972136103837,0.7433777566376164
1,H: Low Carbon 2050 Mandate,2026,10-20%,0.9844680105493141,0.8893021522863642,0.7321037557370549
2,H: Low Carbon 2050 Mandate,2026,20-30%,0.9806072026703115,0.8952570923039372,0.7141131711647201
3,H: Low Carbon 2050 Mandate,2026,30-50%,0.9250944252602259,0.932660937884937,0.735783467950503
4,H: Low Carbon 2050 Mandate,2026,50-70%,1.0210221151241496,1.0771130850593127,0.8679027397071275
5,H: Low Carbon 2050 Mandate,2026,70-100%,1.2667219234967357,1.201894187857128,1.1715717883189245
0,H: Low Carbon 2050 Mandate,2030,0-10%,0.8681745695665297,0.8804846585134721,0.6614568215649035
1,H: Low Carbon 2050 Mandate,2030,10-20%,0.8800119284368868,0.7994215709230632,0.6537595609192404
2,H: Low Carbon 2050 Mandate,2030,20-30%,0.875194107723231,0.8019187322237765,0.63221839800741
3,H: Low Carbon 2050 Mandate,2030,30-50%,0.826559761058342,0.8370709228230784,0.6525102200958746
4,H: Low Carbon 2050 Mandate,2030,50-70%,0.9226091635284429,0.9791295631123509,0.7885949458621904
5,H: Low Carbon 2050 Mandate,2030,70-100%,1.1566692987673757,1.1000191393452396,1.081331164803659
0,H: Low Carbon 2050 Mandate,2035,0-10%,0.5524644532674376,0.5897470593333499,0.42395661731586143
1,H: Low Carbon 2050 Mandate,2035,10-20%,0.5743740908357132,0.5421183642719821,0.42417074024420454
2,H: Low Carbon 2050 Mandate,2035,20-30%,0.5752982882668313,0.547753976836951,0.41258648836796114
3,H: Low Carbon 2050 Mandate,2035,30-50%,0.5385973859781358,0.5693233039329686,0.4223562262022449
4,H: Low Carbon 2050 Mandate,2035,50-70%,0.5995994417345761,0.6627541829431319,0.5143350442949346
5,H: Low Carbon 2050 Mandate,2035,70-100%,0.7393395370279,0.7268445440155792,0.6921206576353005
0,H: Low Carbon 2050 Mandate,2040,0-10%,0.2380967881583471,0.29247240167868527,0.18093207760588018
1,H: Low Carbon 2050 Mandate,2040,10-20%,0.2480106211053999,0.26815834259601945,0.17707725251028997
2,H: Low Carbon 2050 Mandate,2040,20-30%,0.24936128281557865,0.2741247228509784,0.17344657373480996
3,H: Low Carbon 2050 Mandate,2040,30-50%,0.23343508609855662,0.2852728838480382,0.17734994070220708
4,H: Low Carbon 2050 Mandate,2040,50-70%,0.254149610623134,0.3226581047209389,0.20966566794707645
5,H: Low Carbon 2050 Mandate,2040,70-100%,0.29755622847185176,0.32176433401740695,0.24229240787610842
0,H: Low Carbon 2050 Mandate,2045,0-10%,0.06967790614881253,0.11179985044432704,0.058083024797603126
1,H: Low Carbon 2050 Mandate,2045,10-20%,0.0666113516545591,0.09657690260123225,0.050492591144482346
2,H: Low Carbon 2050 Mandate,2045,20-30%,0.06388603304720061,0.09740214031464776,0.04664631854262534
3,H: Low Carbon 2050 Mandate,2045,30-50%,0.061361153753725625,0.10310637978139205,0.049219553062770434
4,H: Low Carbon 2050 Mandate,2045,50-70%,0.0681502293262698,0.11545545702512151,0.06017505702792922
5,H: Low Carbon 2050 Mandate,2045,70-100%,0.08304837624459947,0.1107959862210895,0.07079333113789144
0,H: Low Carbon 2050 Mandate,2050,0-10%,0.009313905204958445,0.030527398205321066,0.003240312911724206
1,H: Low Carbon 2050 Mandate,2050,10-20%,0.01004664247302936,0.030640919886566666,0.0032126279864850968
2,H: Low Carbon 2050 Mandate,2050,20-30%,0.011023307552732191,0.0341451206323898,0.0036248776957949484
3,H: Low Carbon 2050 Mandate,2050,30-50%,0.010508070364668472,0.03518332536253951,0.0037814609986829167
4,H: Low Carbon 2050 Mandate,2050,50-70%,0.010033519149243718,0.035103257648017354,0.003540701816402471
5,H: Low Carbon 2050 Mandate,2050,70-100%,0.007470787773173312,0.024937644974546813,0.0022321648957776695
