Dim1,Dim2,Dim3,Val
battery,p65,2020,-230.4608903
battery,p65,2022,-492.3281514
battery,p65,2024,-691.8680432
battery,p65,2026,-691.8680432
battery,p65,2028,-691.8680432
battery,p65,2030,-691.8680432
battery,p65,2040,-579397.3563
battery,p65,2045,-2258061.18
battery,p65,2050,-2171071.367
battery,p66,2040,-5752.185799
battery,p66,2045,-142714.5549
battery,p66,2050,-491697.8653
battery,p67,2040,-119314.0352
battery,p67,2045,-776501.0121
battery,p67,2050,-723673.8873
battery,p68,2026,-1770.206477
battery,p68,2028,-14816.12398
battery,p68,2030,-34056.31246
battery,p68,2035,-26287.81904
battery,p68,2040,-196083.0201
battery,p68,2045,-115696.4337
battery,p68,2050,-468733.3963
battery,p69,2028,-3479.219363
battery,p69,2030,-15324.71332
battery,p69,2035,-42387.43898
battery,p69,2040,-128131.1807
battery,p69,2045,-426770.1512
battery,p69,2050,-409625.5384
battery,p70,2028,-23872.81883
battery,p70,2030,-43631.04494
battery,p70,2035,-136168.3341
battery,p70,2040,-456122.1171
battery,p70,2045,-1212650.035
battery,p70,2050,-1063262.083
battery,p71,2040,-34438.82239
battery,p71,2045,-75365.62786
battery,p71,2050,-62272.61612
battery,p72,2035,-7501.376969
battery,p72,2040,-6802.704021
battery,p72,2045,-15685.94687
battery,p72,2050,-24196.7412
battery,p73,2045,-83803.4965
battery,p73,2050,-266343.3225
battery,p74,2030,-4606.269049
battery,p74,2035,-69581.68743
battery,p74,2040,-120552.4779
battery,p74,2045,-370220.2711
battery,p74,2050,-335357.0964
battery,p75,2035,-587.1121704
battery,p75,2040,-257511.7637
battery,p75,2045,-393863.7076
battery,p75,2050,-389611.3537
battery,p76,2030,-21705.73516
battery,p76,2035,-95352.22942
battery,p76,2040,-181427.5376
battery,p76,2045,-355933.1227
battery,p76,2050,-245824.8226
battery,p77,2028,-395.6737201
battery,p77,2030,-1776.063863
battery,p77,2035,-2163.934319
battery,p77,2040,-12894.49332
battery,p77,2045,-15571.09962
battery,p77,2050,-60131.25257
battery,p78,2030,-5593.900294
battery,p78,2035,-36844.83603
battery,p78,2040,-66502.1285
battery,p78,2045,-96456.45237
battery,p78,2050,-58740.56952
battery,p79,2035,-40149.80708
battery,p79,2040,-136800.4841
battery,p79,2045,-643213.8247
battery,p79,2050,-700618.7105
battery,p80,2014,-945.1708882
battery,p80,2016,-756.6443157
battery,p80,2018,-462.7264449
battery,p80,2020,-240.5490947
battery,p80,2022,-154.9098899
battery,p80,2024,-1585.222906
battery,p80,2026,-5830.092346
battery,p80,2028,-24958.45441
battery,p80,2030,-36643.65464
battery,p80,2035,-114826.1811
battery,p80,2040,-574624.1123
battery,p80,2045,-1361373.186
battery,p80,2050,-3365062.769
battery,p81,2040,-55587.10557
battery,p81,2045,-559239.7925
battery,p81,2050,-566851.2345
battery,p82,2035,-2197.468143
battery,p82,2040,-39276.07195
battery,p82,2045,-298357.2337
battery,p82,2050,-157922.0665
battery,p83,2035,-599.7682896
battery,p83,2040,-32773.62163
battery,p83,2045,-694949.1676
battery,p83,2050,-442424.3028
battery,p84,2035,-196.1053849
battery,p84,2040,-75597.187
battery,p84,2045,-370107.7137
