Dim1,Dim2,Dim3,Val
battery,p37,2026,-5753.857191
battery,p37,2028,-8352.099518
battery,p37,2030,-52561.29562
battery,p37,2035,-283934.088
battery,p37,2040,-512925.6772
battery,p37,2045,-364189.2236
battery,p37,2050,-229865.1948
battery,p38,2035,-451415.2715
battery,p38,2040,-575421.7997
battery,p38,2045,-507730.0788
battery,p38,2050,-810056.8878
battery,p39,2030,-1726.477197
battery,p39,2035,-217287.7278
battery,p39,2040,-216867.3546
battery,p39,2045,-196634.1801
battery,p39,2050,-63086.01181
battery,p40,2030,-56713.62371
battery,p40,2035,-694681.4245
battery,p40,2040,-756413.0584
battery,p40,2045,-670970.4313
battery,p40,2050,-515844.3785
battery,p41,2035,-995857.7324
battery,p41,2040,-1148241.951
battery,p41,2045,-1111319.916
battery,p41,2050,-723230.0596
battery,p42,2028,-11942.50199
battery,p42,2030,-18873.19742
battery,p42,2035,-20127.29765
battery,p42,2040,-23908.73631
battery,p42,2045,-68164.45525
battery,p42,2050,-34959.11213
battery,p43,2030,-178116.3648
battery,p43,2035,-369066.7672
battery,p43,2040,-407791.3197
battery,p43,2045,-414296.2755
battery,p43,2050,-1121626.894
battery,p44,2014,-213.8941576
battery,p44,2016,-172.7801352
battery,p44,2018,-88.32
battery,p44,2020,-64.94117647
battery,p44,2022,-213.7214118
battery,p44,2024,-534.9052784
battery,p44,2026,-492.4385514
battery,p44,2028,-579.4546378
battery,p44,2035,-129944.1441
battery,p44,2040,-234653.7247
battery,p44,2045,-175638.8148
battery,p44,2050,-72815.17777
battery,p45,2035,-661526.3962
battery,p45,2040,-850628.6484
battery,p45,2045,-976557.3149
battery,p45,2050,-1007116.261
battery,p46,2030,-113.8486736
battery,p46,2035,-26352.38703
battery,p46,2040,-6267.562797
battery,p46,2045,-9038.756357
battery,p46,2050,-2963.914101
battery,p47,2035,-249584.3329
battery,p47,2040,-464631.9397
battery,p47,2045,-461711.5509
battery,p47,2050,-333761.5164
battery,p48,2035,-842456.7426
battery,p48,2040,-1118235.961
battery,p48,2045,-1125680.058
battery,p48,2050,-1284351.829
battery,p49,2035,-162327.7991
battery,p49,2040,-215399.3226
battery,p49,2045,-192400.1745
battery,p49,2050,-163685.845
battery,p50,2035,-3735443.265
battery,p50,2040,-3823256.075
battery,p50,2045,-3826810.743
battery,p50,2050,-3938560.86
battery,p51,2035,-990332.1233
battery,p51,2040,-873153.1243
battery,p51,2045,-1028677.106
battery,p51,2050,-284856.927
battery,p52,2035,-66697.86056
battery,p52,2040,-88296.40382
battery,p52,2045,-140155.1252
battery,p52,2050,-127782.0508
battery,p53,2030,-118217.4244
battery,p53,2035,-2130721.088
battery,p53,2040,-2764765.138
battery,p53,2045,-2554775.155
battery,p53,2050,-1879581.826
battery,p54,2012,-394.3314049
battery,p54,2014,-330.0369112
battery,p54,2016,-464.0497514
battery,p54,2018,-691.8680432
battery,p54,2020,-691.8680432
battery,p54,2022,-691.8680432
battery,p54,2024,-691.8680432
battery,p54,2026,-605.6844324
battery,p54,2035,-669894.6999
battery,p54,2040,-775930.7644
battery,p54,2045,-712024.118
battery,p54,2050,-889863.4337
battery,p55,2028,-459.3799929
battery,p55,2030,-556.2408746
battery,p55,2035,-376633.9863
battery,p55,2040,-402707.1563
battery,p55,2045,-393527.7523
battery,p55,2050,-420323.8716
battery,p56,2035,-222702.3575
battery,p56,2040,-239263.8072
battery,p56,2045,-244139.1578
battery,p56,2050,-531563.4241
battery,p57,2035,-281514.6094
battery,p57,2040,-313090.4449
battery,p57,2045,-329896.8548
battery,p57,2050,-202465.5094
battery,p58,2018,-3.458823529
battery,p58,2030,-186.3331946
battery,p58,2035,-137559.0869
battery,p58,2040,-446583.7801
battery,p58,2045,-420613.918
